QuestionID,Question,,,
50969845,"Hi Chrissy,
Thank you for the note. Approximately what time will the car be done? Thanks for your reply",50979285,"Hey Michael just got back from lunch I'll check on the time for you

--Chrissy Robertson DCH Toyota of Torrance",2522
50967895,We will be there around 2.. we want to discuss the steering rack replacement to see how urgent it is..,50973372,"no problem, thank you. i talked to technician and he stated there is dampness on both side boots, meaning its getting through inner seals, not leaking out through boots yet. 

--Miguel Ortiz DCH Toyota of Torrance",1455
50961182,When were the tires last replaced? I purchased them through toyota,50961904,"on 3/29/14 at 46,872 miles. 2 tires are at 6/32nds, 2 are at 4/32nds but the edges are at 3/32nds probably because it needs an alignment.",175
50952347,"If I get Bridgestone tires i can get all 4 replaced for that price.  If you can't match it, or tell me why it would be wiser for me to stay with your tires, please just fix the tires so they can be used for a week and I will take my car to Costco",Answer Unavailable,,
50951219,Do you know how long does it take to get ride?,50951474,"Not sure they will call you when they are on the way
 
",84
50948389,How urgent the timing cover is??,50949000,"Any time oil starts leaking we are concerned about it.  The timing cover houses your timing chain and gears and if it isn't properly lubricated at all times the gears or chain can be damaged it is very very expensive to replace
",165
50945030,How does that dash cracking replacement work?,50945988,"I looked it up and the primary coverage has ended and the secondary coverage is 10 years from the date of first use, so your van doesn't qualify for it.

--Coby Turner DCH Toyota of Torrance",277
50940298,That will work. Please let me know how much so I can brace for the impact. 😊,50942018,"Brakes 239.60.  Sway bar links $320.24.  Steering Rack $1088.65 (a lot, but regular price was $1600!). Alignment $89. Fuel system service $229.  Let me know if you want me to proceed.

--Coby Turner DCH Toyota of Torrance",485
50939859,"Thank you, Coby. Please let me know what the cost will be. It needs to be done. Can it be completed today?",50940116,"Yes, everything is in stock, so I would be able to get it done by the end of the day!
 

--Coby Turner DCH Toyota of Torrance",89
50919748,How about Monday July 3rd at 8am?,50923034,"Perfect, You are scheduled for July 3rd at 8am.

--Sydney Gomez DCH Toyota of Torrance",979
50885827,The more I think about your text the more I wonder about it. I can understand shopping around for new car prices but never heard about anyone negotiating car repairs. Why didn't u just quote your price from the beginning. Ran this by people for their opinion and everyone thinks this is kind of shady. ,50940007,"Hi Mr. Grider,
 I am sorry you feel that way, just was trying to see what we can do to help you get the repairs done. I have listed the repairs that were recommended for your vehicle and applying the 15% off labor to them.
Power Steering Fluid Exchange $132.14/ Transmission Fluid Exchange $274.50/  Fuel System Service $220.68/ Cabin Air filter $56.65 If you have any other questions please let me know.

--Deanna Chapman DCH Toyota of Torrance",53083
50882593,Please let me know what the issue was again. Thanks,50940964,"Hi Mr. Weeks, It was recommended for the driver side Axel Seal to be replaced also the Timing Chain Cover to be resealed and Cabin Air Filter to be replaced.

--Deanna Chapman DCH Toyota of Torrance",59784
50877643,Hi Richard! This is Tracy Pilger. How are things going with my vehicle?,Answer Unavailable,,
50869818,Do you know how much longer it will be?,50869924,"The technician is still checking the brakes, I will give you an update as soon as he lets me know
",50
50867849,Great! How do I go about getting the shuttle and picking me up?,50867968,"I will set up for you
",35
50866302,"When I am ready,  I will let you know. Thank you ",Answer Unavailable,,
50865779,Let me know when I pick it up.,50872679,"ok, we are just monitoring to get it as dry as possible but its clean. 

--Miguel Ortiz DCH Toyota of Torrance",2704
50853720,Ok how many more miles do you think I can get on the ball joints before they have a noticeable effect on driving the car?,50854554,"Its really impossible to know, that's why we recommend them when they start to leak.  If a ball joint breaks, the wheel can turn sideways.  I think it would be a while before yours actually broke but that's just what happens when they get ignored until they break
",274
50850835,What are the front lower ball joints and steering rack? Is it common for them to leak?,50852012,"Ball joints basically hold the wheels on the car, the steering rack is what turns the wheels when you turn the steering wheel. They eventually leak on every car at one point or another.  I would say the ball joints are higher priority than the rack at this point.
",345
50850181,Ok.  My husband said we will need to wait on the water pump.  When will it be ready for me to pick it up?,50850900,"no problem, when ever you return , we can still apply discount for you guys, Thank you 

--Miguel Ortiz DCH Toyota of Torrance",222
50848260,Any time yet when my car is ready to leave?,50850834,"its in detail, cover was done but detailer not done with it yet. 

--Miguel Ortiz DCH Toyota of Torrance",695
50844858,Ok thanks! Can I bring it in at 10:00 tomorrow? Should I ask for you when I take it in?,50846518,"i will see you tomorrow morning and ask for me
",405
50842493,"Sorry to keep bothering you, but is there a way to find to out what the discounts would be so I know how much it is and if I can afford it now?",50844301,"no bother at all, retail would have been:$914.00 plus tax..discount of $121.00. revised total: $793.00 plus tax on parts only.

--Miguel Ortiz DCH Toyota of Torrance",458
50842493,"Sorry to keep bothering you, but is there a way to find to out what the discounts would be so I know how much it is and if I can afford it now?",50844301,"no bother at all, retail would have been:$914.00 plus tax..discount of $121.00. revised total: $793.00 plus tax on parts only.

--Miguel Ortiz DCH Toyota of Torrance",458
50839192,Hi Jose! This is Jeannine Clemens. I had my car in there yesterday for service. I was driving my car to Orange County today and as I was driving the VSC light started flashing. What does that mean?,50843542,"I just spoke to the tech he said he is not sure why it came on. this light is a stability control light in rough roads or snow condition. when can i set you up for an inspection?
",1124
50835311,Ok.  A discount would be nice.  Do you have any idea what the discount might be so I have an idea?,Answer Unavailable,,
50833398,HI Miguel.  Wow.  That's quite a lot.  What if I don't take it to Sac?  Would that buy me so time to do it in a month or two?,50834593,"that is what i was thinking, it may not be too bad for short, local driving at this time but i would be nervous about a long drive, just keep an eye on temperature gauge please. Also, we can work on that price for you, there are some discounts we can apply on parts and labor when you decide. Thank you 

--Miguel Ortiz DCH Toyota of Torrance",311
50818805,Do the front wheel hub and bearing assembly ( 1188.29 ) for now. When do you expect this to be finished?,50819512,I will work on the price for the hub and bearing assembly. i do have to order the hub assembly and will have the car ready tomorrow morning at 9:00am. I can provide you with a loaner car till the car is done.,259
50806905,I am interested in having this additional work done what type of discount can you offer,50809812,"For the transmission pan gasket with discount applied would be $358.71

--Deanna Chapman DCH Toyota of Torrance",815
50789461,"Thanks, I need to come in for an airbag recall.  When can I bring it in?",50808815,"I do have those parts available i can bring you in tomorrow at 9am?

--Deanna Chapman DCH Toyota of Torrance",5828
50775968,What name was given for the appointment ,50776051,"AVANI KESANI  

--Ofelia Carlin DCH Toyota of Torrance",35
50774999,Then why do you have my number?,Answer Unavailable,,
50748004,What time can I pick up my car?,50757720," http://kxt.us/p/YaFSGX.jpg
--Jose Hernandez DCH Toyota of Torrance",38084
50746939,"Hi I was out of town. To schedule a service appointment the best times to drop off would be any week day but Wednesday, around 10am - 11am. Let me know when we can set one? Thanks",50747050,"Thurs 11am.

--Ofelia Carlin DCH Toyota of Torrance",219
50746263,What is the earliest available? 7am?,50746301,"Perfect 7/5 at 7am thank you.

--Ofelia Carlin DCH Toyota of Torrance",17
50745690,What morning times does he have available? I'm good with any time starting at 8 am,50745740,"wed,thur,fri

--Ofelia Carlin DCH Toyota of Torrance",66
50742543,What is the amount and what time do you close,50743259,"we close at 7:00, amount is:$1445.83. 

--Miguel Ortiz DCH Toyota of Torrance",538
50740289,What time do u close?,Answer Unavailable,,
50738648,"Are you sure Toyota genuine auto parts?
Please send me the pics when you receive them before working.",50740390,"Not a problem. 
",1108
50738308,So what time can I pick up?,Answer Unavailable,,
50735807,Marvin I'am working when is the latest I can be there?,50735824,"7pm

--Marvin Cabrera DCH Toyota of Torrance",12
50734704,When is the latest I can pick it up,Answer Unavailable,,
50733505,What is the  time  I can pick up the truck today,50733784,"I will have paperwork ready for pick up in 20 minutes

--Marvin Cabrera DCH Toyota of Torrance",156
50706053,Yes let me know when it's done,50706293,"thank you 
",80
50703341,"I rather to keep rental car because we need to Las Vegas with your aftermarket unreliable Chinese brake rotors.
Or are you guaranteed everything is okay until July 5 with your Chinese brake rotors?
If DCH can write some guaranteed letter for me, I will believe it.
Otherwise I am going to Toyota Motor Sales today about complaining what you did.",Answer Unavailable,,
